id,topic_id,text,type,effectiveness,lang,tok_len
89c33e7c718f,167F809A194B,"if your tired of your job and looking for a adventure you can come join the ""seagoing cowboys",Position,Adequate,en,18
bd70ee037a64,16B47CE3BEBB,i feel like it should and here's why.,Position,Ineffective,en,8
0cc83664dd4e,16EAB34FDC87,"to make most effective use of their time in the summer, kids should conduct student- designed projects.",Position,Effective,en,17
87c385980a26,179A2FE8AF05,texting and driving should be banned because it puts other people's lives in danger.,Position,Adequate,en,14
64ec8aa51bda,17A4777DCC71,i think technology reading people emotional expressions is valuable but then again i don't think is is valuable,Position,Ineffective,en,18
83c40a8a115e,18A22DA09EF0,"many countries all over the world are starting making either a ""car free day"" or on certain days, making people pay fines for driving.",Position,Ineffective,en,24
243ffe40ff29,18D68AEC46D6,you should use your car to go anywhere in your neighborhood thats walking distance,Position,Adequate,en,14
9fb212b33e19,1911B040B77B,he does not support this claim very well,Position,Effective,en,8
b937d44426a1,197CEA0EF269,"as a response to this, i argue that students should be the ones designing these projects",Position,Adequate,en,16
4f8f054114be,19C2D7C5171D,im both with and against this .,Position,Ineffective,en,7
2a5e929f855d,19C571180C49,"the students taking the classes themselves should created the assignment,as even though the teachers may make the plans for the class,",Position,Effective,en,21
5514b69bf5f9,19E57B0657A6,summer projects should be entirely student-designed to give students a better learning experience during their break.,Position,Effective,en,16
471997bc8b9c,1A04C4505577,teachers should design the project,Position,Adequate,en,5
a1fb3b6d0434,1A26AFD79998,students should have the technology to see how they feel,Position,Adequate,en,10
8439cd59ceb5,1A30D1140E7D,its not a good to thing to come up with some new technologie,Position,Adequate,en,13
0dde1b3a5724,1A76F8E4EE76,"the face on mars might be a butte or mesa, but that doesn't mean other organisms don't live outside of the solar system.",Position,Ineffective,en,23
2042d90b4f18,1A9893654A41,i do not believe we should use this on any students,Position,Adequate,en,11
bf9f955905a0,1AD1F738D48B,"this technology would be useful in many ways. this technology could be very valuable, but it also could be too much for us to handle.",Position,Adequate,en,25
0a96138f4f29,1ADE56C19ACC,the technology to read a emotional expression is not valuable,Position,Adequate,en,10
1173a0b79d58,1B0B7D83419C,"th author did not do a very good job supporting his idea that we should explore venus, despite the risks.",Position,Adequate,en,20
c375d52dbad5,1B1FBDE25C2C,"in my ophion, technology reading students emotional expressions is the dumbest thing ever",Position,Adequate,en,13
d435013cb3cb,1B2470F552CC,i think this idea is pretty cool,Position,Ineffective,en,7
bb3bdd7a7e0f,1B4E66B0BE0A,i do think that there are advantages to limiting car usage,Position,Adequate,en,11
8875771f4aa7,1B976DF43007,"in the challenge of the exploring venus, the auther suggests that studying venus is a worthy pursuit despite the dangers i think he i right, but i think that the dangers are to much to risk.",Position,Ineffective,en,36
2cd28db69a8b,1BC1E6EAB178,studying venus is worthy to pursuit the despite the dangers because the people is stuying the venus.,Position,Adequate,en,17
aec2ddaefaeb,1BD82BE8C639,"in ""the challenge of exploring venses "" the author suggests that studying venus is a wrothy prsuit despite the dangers it presents",Position,Adequate,en,22
77f2549b4f58,1BE3C3E7DE6C,do you want to be a seagoing cowboy? you should,Position,Adequate,en,10
dcf57fb88091,1BE638E9C951,"i agree, all students should do extracurricular activity in school and outside of school",Position,Adequate,en,14
a27ac1eed5fd,1C3440A3FFD6,"i disagree, i feel that the mona lisa wasnt really expressing 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry,",Position,Ineffective,en,24
192b13bb266a,1C41622B0A7A,the author supports the idea that studying venus is a worthy pursuit despite the dangers it presents realy good,Position,Adequate,en,19
faa2ac2d2870,1C592378CBD1,students should have the freedom to complete their own summer assignments,Position,Adequate,en,11
f69fb7ddde14,1C8340F2AEE0,"""venus is a worthy pursuit despite the dangers it presents.""",Position,Adequate,en,10
92adc55a313b,1C9693E27251,"that ""facial action coding system"" is a joke",Position,Adequate,en,8
c398565137e2,1CE967B8E5C9,i think you shouldn't join the seagoing cowboys,Position,Ineffective,en,8
1ed1c8e1e4a5,1CF149052D11,these projects should be student-designed to promote a students own creativity and ability to create a project based on the subject they learned,Position,Adequate,en,23
1702fc6446d8,1CF48E3DD535,"in ""the challenge of exploring venus,"" the author suggests that studying venus is a worthy pursuit despite the dangers it presents to humans that even get near the planet.",Position,Adequate,en,29
3ad91dde5dab,1CF95A009AE5,"drivers should not be able to operate cell phone use while driving, it causes the driver to get distracted from the road and that could cause the driver to have an accident.",Position,Adequate,en,32
dcd896fd7d1f,1CF9D84E94C1,we need to limit ourselves to just using it when not driving and only when it is really needed,Position,Adequate,en,19
b84c65d7071b,1D023C6D201A,it could not be made by aliens because mars can make land forms such as a face or something.,Position,Ineffective,en,19
2e5fa8b6afa1,1D6188632F9B,the author made some good points and suggestions why we should send more things to venus.,Position,Adequate,en,16
82f04d6848f0,1DAD3DD9D08C,i'm here to say you should sign up and be the best seagoing cowboy you can be.,Position,Adequate,en,17
7bb92bed4fc1,1DC6485ABFF6,there are many points for why this shouldn't be a rule in school.,Position,Adequate,en,13
90c9df281113,1DEDB886B240,the new technology called the facial action coding sytem would't be valuable computers to identity human emotions.,Position,Adequate,en,17
5435bacd0d36,1E12037C0F98,"there is an advantage of limiting car usage,",Position,Adequate,en,8
c476d0a42141,1E235AB03C8A,the author did not support his topic very well,Position,Adequate,en,9
036203759c7c,1E2A00D0E43B,if you joined this program u could do lots of differents. you would not just do one thing all the time.,Position,Ineffective,en,21
67cea646b9e7,1E4261B396CD,these are the reasons why venus is worthy despite of all the dangers,Position,Adequate,en,13
51c7474292b7,1E85D46252A4,texting and driving both don't get along or work out for people at the end of the day,Position,Adequate,en,18
6f74d5e54e12,1E8C298D92CB,there are advantages to this way of life,Position,Ineffective,en,8
5deca7ad2525,1EA525C7EBF3,the prompt says to find good things about not having cars but i just cant because the bad is more bad than the good is good.,Position,Ineffective,en,26
08c50a279dcc,1EC48C7220A9,it doesn't really try to convince you to participate in the program but if you do you can get some details from what he did to what you might do if you joined.,Position,Ineffective,en,33
e23182a9c478,1EE05F854764,using technology to read emotions expressions of students in classroom is not so good,Position,Adequate,en,14
c6e64886103a,1EFAC87220DC,"i believe that summer projects should be student-designed, but teacher's must approve their work.",Position,Effective,en,14
1ff07a54bbf5,1F06A4B670A1,summer projects should be student-designed,Position,Adequate,en,5
2c135f4da4d0,1F07CBB60940,"despite the dangers, we might get something good out of taking the dangerous risk.",Position,Adequate,en,14
0aacd09df624,1F3E6E0EF6FB,"sometimes its kinda bad driving because the percentage of transportation is getting too high, also theres a whole bunch of drivers that are starting to find according to reuters so that caused to tthe people cars had their cars impounded for their own reaction due to the fine",Position,Ineffective,en,48
3ec26d70a904,1F9026998271,i do not believe students should be made to do anything outside of the curriculum by their education system. the mere concept of this rule being enforced shows a lack of understanding or compassion from schools.,Position,Effective,en,36
21b6f32b48b8,200AA7A37060,students designed teacher approved projects would be better for the future of education,Position,Effective,en,13
693c16fab0ba,2010E484FDBB,the technology used in the article shouldn't be used to read students emotional expressions,Position,Adequate,en,14
73a45fc59101,20162733792B,the use of technology to read the emotional expressions of the students in a classroom is unbelievably valuable.,Position,Effective,en,18
1a9843527ce3,2017D32A0639,teachers should put that restriction on the student and give them a specific assignment to ensure that the appropriate amount of work gets done.,Position,Effective,en,24
6552b4d9b865,20897B41AFB8,"while almost everyone owns and uses a mobile device, using them while behind the wheel of a vehicle should be prohibited.",Position,Adequate,en,21
a165afa5eb16,20D57DEC3EF5,"i think using a facial action coding systemin the classroom to identify the emotions of students is not okay,",Position,Adequate,en,19
7ce471a8cd33,20D81D1BE1A6,"yes, the use of facial action codying stystem would be very useful for students in the classroom.",Position,Effective,en,17
f2f0ce6fc24f,20E41EFD4FB8,the author does a very good job of proving his point about the challanges of exploring venus. he makes a few valid points and is very descriptive. i think he did a good job overall explaning his point.,Position,Adequate,en,38
9585de902225,20F9EE3FEC1F,"while the kinks of being able to go to venus are still being worked out, this author gives insight as to why this barren planet is still important.",Position,Effective,en,28
20c0e467fcd4,211C17AD0F75,i think its ok so you can know how the person is feeling,Position,Ineffective,en,13
cbff9c159f07,216A05AF987E,using software such as the facial action coding system could be valuable in a classroom setting as it could improve the quality of learning for students.,Position,Effective,en,26
51d1d6ed1e04,218490FD2E1B,the facial action coding system has many promising applications,Position,Adequate,en,9
09c0643706b7,21B6AF900F82,the author believes venus is a worthy pursuit depite the dangers. there is lots of evidence to support the authors claim. i personally agree with the author that we should look into venus more.,Position,Adequate,en,34
61e918f66cf5,22049B234D6C,the advantages of limiting car usage,Position,Ineffective,en,6
f650ee1df0b1,22416450E0EF,"some people may say that teacher-designed summer projects are effective, however, student-designed projects are better",Position,Adequate,en,15
ffd841c2c220,22715C8105CB,i agree with the author because it its one of our closest planet and it is most earth- like planet in our solar system,Position,Adequate,en,24
1e7112423399,2275D39DC5AD,the tecnology could help the student,Position,Adequate,en,6
306637500e67,2280836E512A,if i was a nasa scientist discussing the fase with someone who thinks it was created by aliens i would tell them that the face was not mad by aliens,Position,Adequate,en,30
ea2a7512ca9d,22E8627A3CB9,"the use of the facial software in class rooms could be a vital aspect in stopping and preventing tragedies such as school shootings,bullying,and possibly fights.",Position,Adequate,en,25
30f83464433c,22FBB7ED7597,the author suggests that studying venus is worthy enough even though it is very dangerous.,Position,Adequate,en,15
913c1b0fc562,22FD17FB1BEB,having the students design the projects assigned can allow them to take into account the time they have available.,Position,Adequate,en,19
daa9e265c16b,231FDA202B25,"the author has provided enough information on both sides of the argument, but he thinks that studying venus is a ""worthy pursuit despite the dangers it presents.""",Position,Adequate,en,27
3abe170d29e6,2321FAC1E823,they should be student designed,Position,Adequate,en,5
a67555785863,2327F7A3128C,the author supports the idea of studying venus despite the dangers of it because he's being descriptive about venus and explains more details about it.,Position,Adequate,en,25
87ef57ac2ec1,236C5B5C92CB,"all in all, humans as a whole should be able to use their phones but only to an extent.",Position,Effective,en,19
a0fffd4654e0,23701C1FBDD2,i claim for the value of using this technology to read students' emotional expressions.,Position,Adequate,en,14
56cdbb222ec0,238483C3AEFC,this highly advanced technology is able to serve a multitiude of purposes that will foster an improved learning environment for students.,Position,Effective,en,21
a751f6cecb8c,23968A5EA064,"it would be awsome to identify human emotions,and knowing what students feel in class can be really useful.",Position,Adequate,en,18
48dc8cb93e70,23AA5F45C05B,we all need to participate in the seagoing cowboys program!,Position,Adequate,en,10
c7ad71ebc762,23AB013DC336,there are many reasons to participate in the seagoing cowboys program,Position,Adequate,en,11
8b543ad23fbe,23C653E16CC8,the author does not strongly support the idea that studying venus is a worthy pursuit due to his extensive reasearch on its toxic living conditions but does acknowledge the benefits of its accessibility from earth.,Position,Effective,en,35
a030392f3a0e,2414D2AF4D56,the author support the idea by showing us how studying venus is a worthy pursuit despite the dangers.,Position,Adequate,en,18
c5231cde0a1d,2450993EB016,i disagree with the value of using this technology to read students emotional expression,Position,Adequate,en,14
e877f27f6396,24AD94A6AB3E,ill be sumerizing the article over venus and why it is not we can not step foot on this planet.,Position,Ineffective,en,20
d30138609ccd,24C5ED476177,summer projects given over the break period should be moderately designed by the students themselves,Position,Effective,en,15
744a2452910a,24FA36D49DB7,"when a student is given the power to design their own project, it allows the student to grow mentally and help broaden their learning horizons.",Position,Effective,en,25
67278114014e,2513771E4659,cell phone use can very deadly for teen drivers,Position,Ineffective,en,9
65d257dd2f04,25279CF8444F,"the teachers give out this project for the whole purpose that given project helps students move forward, they assigned the project to the individual students knowing what would help them grow without having the summer break erasing everything they learned the previous year.",Position,Effective,en,43
b7390d2e4490,254DB921E152,the auther had great claims but the enough to sell me into the studying of venus,Position,Adequate,en,16
