id,topic_id,text,type,effectiveness,lang,tok_len
4160ddc6c16e,077A62D46D30,teacher-designed projects are the best way for schools to ensure that students continue learning material for classes during break without causing anxiety in students or misjudgment of students by teachers. summer projects are meant to help students but student-designed projects can sometimes harm students instead. every student should be allowed to spend their summer without stressing about how they will be perceived by their fellow classmates and teachers the next year. summer projects should encourage students to continue to learning while also spending quality time with their family and friends during their break.,Concluding Statement,Effective,en,93
d9894f1d324b,07D3CBDEFCEF,"the age of computers is inescapable, but it doesn't have to be. instead of computer analyzed emotional connection, people should put their phones down and ask each other how they are. not every person wants their emotions analyzed, especially in schools. students bonds with teachers are simply student to teacher; a child must trust an adult before they talk about their feelings. computer facial technology might be helpful, but not in schools. this technology falls flat in the category of connection. don't take the easy way out, instead of analyzing emotions with a computer, ask someone how they are. if a student looks upset, sit down and talk with them. show someone they are valuable and deserve one on one human interaction",Concluding Statement,Effective,en,122
83c2f9800394,07ECEB4E4BE1,"in conclution venus has many similarities to earth, but due to the extreme conditions of venus it makes it hard for scientist to explore and find out more about the planet, even though it is the closest to the planet earth. these dagers and risk are worthwhile due to the simlarities the earth shares with venus, the new test of equtmeant in which can withstand these climates, and the life in which they believe use to be on venus all make exporing venus, even with dangers worth the time.",Concluding Statement,Adequate,en,89
4e7e0fcc22ec,0821EB1AEDED,"projects being put out during summer break will always be a boring and overbearing thing to complete and in some cases even ruin summer break for them overall just to learn information that teachers assign. having the project be student-designed, however, will change the entire assignment in all, giving more creativity, better pacing, more enjoyment, and a better learning experience for students all around, it will benefit them rather than a teacher-designed project. all projects, even ones put out over summer break, should be student-designed because the outcome will have more uniqueness with student's ideas, the project overall will be more fun, and students will learn in their own learning way.",Concluding Statement,Effective,en,111
44773b4967d6,082E19093947,student based projects would be more likely done then teacher based projects. students would do them off of things they are interested in and subjects that catch their attention. they will do it around there time frame and in any style they want. doing it student based will have students educate them selves about things they enjoy and love to do on daily bases and teachers will have something turned in to them by the end of summer.,Concluding Statement,Adequate,en,78
880ad5576106,0839B4ACC2AF,schools should have summer projects that are designed by teachers. this way students would be more benefited due to the teachers knowledge on the topic. when the teachers do create the project there will be more clarity on what the student should do. the students will also be able to get a feel of the class in the coming year.,Concluding Statement,Effective,en,60
62b493dbba69,086603D5B319,"if the principal forced students to do extracurricular activities, it would make students more stressed out then they should be. if students don't like the activity they have to do, why do they have to take that activity? the poor students wouldn't have time to breath, and go home. students relaxing time would be school time, so which one do you choose? forcing students to live under school, or allow students to have their own life after school, with no consequences.",Concluding Statement,Adequate,en,81
53297b1e0c8a,090D5AC33481,"the use of a mobile device while operating a vehicle should be prohibited. now is the time to admit that driving while using a phone or any mobile devices is dangerous! you wouldn't want you or a loved one to end up critically injured, dead or disabled. phone usage while driving is one of the many reasons accidents happen everyday. you can always wait until you are out of the car to make that call or answer that text !",Concluding Statement,Effective,en,80
5d2e2aeeb928,09133053C474,that is why i think you should join the seagoing cowboys program.,Concluding Statement,Ineffective,en,12
dcef369fd34c,0961B819A4E9,"this is why i think it would be a good idea to make computers that can see how someone is feeling. if there sad,or mad.",Concluding Statement,Adequate,en,25
2639324f7ebc,09770DECD26C,those are all my reasons why i think kids should do at least one extracurricular activity. my essay also shows that not just the kids have the advantages but the teachers and parents to do.,Concluding Statement,Adequate,en,35
7769a1ae7f74,099985A2A99C,we should study venus is a perfect oppurtunity for us to study new planets and see what we can do to have another safe planet. its gonna be dangerous but i believe that we have the right tools and the right equiment to go over there and we have really good machines so they can work in there .,Concluding Statement,Adequate,en,59
2a8e47324857,09D40BD05847,i think the facial action coding system is a waste of time.,Concluding Statement,Adequate,en,12
df8949b06ec5,09DB075C4ACE,"i think this would be really good to get out to schools to show them how to see different emotions about people and like i said before, it would make a great game.",Concluding Statement,Adequate,en,33
23035c9296fe,0ABF4F99E166,"the amount of improvement a classroom could see if this technology was implemented correctly would be immeasurable. the system could prevent students from falling behind in class because they cannot relate to how the teacher is teaching, and the technology could see through fake expressions hiding more troubled thoughts. with this sort of system, it may actually be possible to ""make everyone happy.""",Concluding Statement,Effective,en,63
0961c03f8e39,0AD7535C58C0,"the numbers speak for themselves, too many accidents have occurred as a result of people using cell phones while driving. lives continue to be endangered when people think they need to get in touch with friends or family. if we can just wait until we get to our destination before having to contact or respond to our message's danger can be avoided and lives will be saved. always remember think before you pull out your cellphone before you commit a crime think of other people lives",Concluding Statement,Adequate,en,86
53a0afc3eaec,0B606C33AC4D,"in a result of limiting car usage, mr. goldberg says "" many experts expect public transport serving suburbs to play a much larger role."" so this means that by approving it this year, there will be more public transportation then people driving there personal cars. getting rid of cars would decrease a lot of the problems we have now.",Concluding Statement,Adequate,en,59
6ddb9071d916,0B606C33AC4D,"is it gonna make us get lower in obesity, make the streets safer, and stop the pollution of the air? getting rid of cars will decrease a lot of issues that we have in the world today, so getting rid of or decreasing the car-usage is a positive, not a negative.",Concluding Statement,Adequate,en,51
fcd4ffe77134,0B81C3067FF2,"venus is a challenging planet, that we like to study about and learn how it was formed.",Concluding Statement,Adequate,en,17
de1ec5b18a04,0B87B0B3278C,"if we can somehow develop the technology to last in venus like conditions wouldn't it be worth it to see what mysteries it holds. we have the technology at our fingertips, all we have to do is put in the time and effort to get to venus.",Concluding Statement,Adequate,en,47
31db09e20034,0B8A0777A6E5,i think no cars is a good things saves me more money for shopping and the finer things in life.,Concluding Statement,Adequate,en,20
abe867447c00,0BB223A348F6,"student-designed projects are more beneficial than teacher designed projects. they both have pros however the positives of student-designed projects outweigh the teachers. projects designed by students allow them to gain leadership skills, and let them explore their curiosity or creativity.",Concluding Statement,Adequate,en,40
1c12c96323b5,0BD82CC1FC8C,we need to look at the prons and cons cause a person can tell if a person is showing any emotion is how they are useing their mouth's muscular actions such as smiling or frowning. telling a force one a real smile can be que trickey but a computer can tell the differences.,Concluding Statement,Ineffective,en,53
762b03efb36b,0BDD43321AFD,"overall, student-designed projects would be more beneficial for both teachers and students because these types of assignments create a unique idea of who you are as a person because it shows individual interests. if a project was deemed boring and just based on facts, teachers would be more likely to receive non creative and possibly plagiarized work. students wouldn't care to try their best because this one task is taking time out of their long awaited break from school. in addition, student-designed projects also allow teachers assigning them, to have a sense of who their incoming students are, based on their projects.",Concluding Statement,Effective,en,102
efce07da0947,0BF9F64D6FD1,"the overall benefit of students having their education in their hands, outweighs the potential negative repercussions.",Concluding Statement,Effective,en,16
e943359e7bf4,0BFD128F5C01,"so those are the reasons why we think you should join the program. if you like the idea of all the things that are listed feel free to join! thank you, and we hope to see you there!",Concluding Statement,Adequate,en,38
f4f2379eb81a,0C24337CD49E,in the conclusion part it talks about how you are suppose to smile. and putting on happy face works. if you make a happy face you are showing your emotions to other people. i think that a lot people should put on there happy face. becuase they will be showing there emotions to people. i think that some people don't want to smile becuase they don't like to smile. or they hate to smile in front of people. i wonder why some people don't want to smile. i think that some people don't want to smile in front people. becuasue they are afraid to smile in front of people.,Concluding Statement,Ineffective,en,109
6edcb5499be7,0C751C31DE85,"in conclusion, the principal's idea of all students participating in at least one extracurricular activity is a bad idea because not every students like extracurricular activity, there are not a variety of activities to choose from, and some students already participates in an extracurricular activities outside of school. extracurricular activities should be a choice not a must.",Concluding Statement,Adequate,en,57
0b5aba2c95e3,0C8E8861F91A,"in a whole, this is a lot to disagree with, since computers are taking over our world now so i believe this is a great idea. reason being is that we have video imagery, the amazing and undiscovered knowledge of a computer, and our own brains because we calculate expressions on our own every day. these our all major factors that align with the fact that i believe technology should be able to read students' emotional expressions.",Concluding Statement,Adequate,en,77
3bd64c3369a7,0C952AD5C1EA,cars are apart of people lives and every day there will be a car on a road. the united states expanses suburban ideas about the car cultures. americans are making all sorts of kind of cars and trying to build them more safer and better for the people driving them.,Concluding Statement,Adequate,en,50
d999c6b13523,0D34A4F5331B,with that work we can explain and understand better about the problems with that planet and have ideas to a better study.,Concluding Statement,Ineffective,en,22
fec42e4977a1,0D359BCEE452,"in conculsion to make sure that we sure we dont make the smallest mistake to screw up the plans for us to live or visit venus in future but in mean time we have people training to become the best of the best for this secret peoject if it happens. so that is all i gotta say and i hope it does happen to make history on the board for people to live on a new generation. so our main goal is all about striving to meet the challenge presented by venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors. our travels on earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation. even nasa is working on other approaches to studying venus. for example, some simplified electronics made of silicon carbide have been tested in a chamber simulating the chaos of venuss surface and have lasted for three weeks in such conditions. another project is looking back to an old technology called mechanical computers",Concluding Statement,Ineffective,en,200
ef1dc4d83f56,0D3AA8470CC4,if you dont agree with me then why are you still reading go hop on your envirment killing machiens and ruin our lovely home called earth.,Concluding Statement,Adequate,en,26
5da15662bc30,0D45F6F0E185,but in conclusion i feel as if this article is helpful and should be seen to my peers.,Concluding Statement,Ineffective,en,18
e0b67c3f7664,0D89C8189022,this is why i believe computures can not read your emotions,Concluding Statement,Adequate,en,11
ec0a648bf7c6,0D91FC8A9FE7,"teachers play well informed, and important roles in a students life while they develop, and education is a very big part of student development so, projects should be designed with a teachers interests at heart. because of that, when it comes down to it, teacher-designed projects are generally more helpful, easier, and responsible then a student-designed project would be.",Concluding Statement,Effective,en,59
0662a80017a8,0DB48DDD9022,"you sometimes has to ask yourself "" does your expression in the mirror suggest an emotion?"" and "" can your lab partner recognize which one? "" so i think that this technology is a good idea.",Concluding Statement,Ineffective,en,36
95f0b7da38ab,0DEDD9E3222F,"in conclusion a think this is a good idea, because you can problably know when a friend is feeling just looking on his face, so imagic that a software in your computer can know that",Concluding Statement,Adequate,en,35
916d7ff46b41,0E424AAB5B39,"in conclusion studying venus is a worthy pursuit despite the dangers it presents because if you just reread everything in this passage it's basically telling you alot of information about venus. if you look back in the passage in read paragraph 8 it's giving you information about venus it says that venus has value, not only because of the insight to be gained on the planet itself, but also because human curiosity will likely lead us into many equally intimidating endeavors. the last in final thing is that our travels on earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation. so that basically tells you everything about why studying is a worthy pursuit despite for venus.",Concluding Statement,Ineffective,en,131
3896374f1a2d,0E49EB72AAA4,"ultimatley, it is understandable why one would believe that it isn't smart to look into studying and experimenting with venus; however, the examples of the researched facts and past experiences help to support the authors idea that despite the dangers, venus is worthy of studying. there may be many dangers that come along with studying different planets, but based off the evidence the author provided, venus has avoidable ways to make it safe to study.",Concluding Statement,Effective,en,75
d5a1e29d74cc,0E5BCFB10650,"schools that require students to complete a summer project should make the projects student-designed. student-designed projects would cause for more creative projects compared to teacher-designed projects, and it would give students the opportunity to take charge of their education. having summer projects to insure students continuous learning is a terrific way to enhance a students education. but done incorrectly, it can cause a student to dread school more. a well executed summer project would be student-designed, where the student gets to decide on their own project based on an interest of their liking. making sure that students are positively active in their education is crucial to developing a well rounded individual.",Concluding Statement,Effective,en,111
7a349a0b9135,0E67436136BE,"conclusion: inconclusion i think it would be some great technology to have in our schools just think about how many lives we can change or how many lives we can save by just knowing how the person next to you is feeling it would save a lot of time trying to get the person to tell you whats wrong when you can just take a picture of there face so yes i do think it would be great because itll make life better, you would save more time, and you could change alot of lives and save alot of lives with this type of technology.",Concluding Statement,Ineffective,en,105
f5e853c0b8ff,0ED28D8A5EC4,"the author is right, the dangers of life on venis is very risky. it can crush anything with the pressure. it could kill anything that goes past its atmosphere. the athor despites the risk and the way venis is.",Concluding Statement,Adequate,en,39
0143dfa477b0,0EEE131E57EC,"being a sea cowboy is more than an adventure, it helped me see the world and know exactly what is going on in other contries",Concluding Statement,Adequate,en,25
094dad2b5afb,0F0059FAAF36,become a seagoing cowboy now; you will not ever for get it.,Concluding Statement,Adequate,en,12
23bae6306ab5,0F10DC1AE015,"in the end, i think that we should mandate participating in extracurriculars, as it could improve kids' work ethic, assist students in getting into good colleges, and even keep them healthy. imagine a school with no after school clubs or teams offered to students; kids would be bored, unhappy to go to school with no chance to socialize or get active, and, most importantly, no chance to broaden their horizon and truly reach their full potential.",Concluding Statement,Effective,en,76
0e71caa5c79e,0F2199921C33,"those are some of the reasons schools should have teacher designed summer projects. schools should have their summer projects be designed by teachers because it allows the teacher to gauge students understanding of principles and topics,allows introduction of new material,and learn learning styles. all schools that do summer projects should allow teachers to designed them because that will help the year go better for both the teacher and student.",Concluding Statement,Adequate,en,69
e9ad7d0b5e7c,0F23D0A1E0F0,"so in conclusion no human can last very long on venus, making it interesting but hard to research do to that no spacecraft survived more that a couple of hours on venus. the atmosphere is dangerous to people. it has the hottest surface temperature.",Concluding Statement,Adequate,en,44
0c355f2ab00f,0F3F6283B13B,"so with that all said, the face turned out to be a messa. so with the actual data, everyone should know that it is a messa. so wa sthe face really created by aliens, no it was not. it was really a landform.",Concluding Statement,Adequate,en,43
194bceb88ae0,0FD5B95A957D,there is so much good that can come out of letting students design their own projects not only for them but for their future as well. if teachers give students the opportunity to design their own project then they would be teaching more than the class but skills they can use in the future as well. since creativity is the backbone of everything in the world when teachers start to make new ideas to have students think more creatively it helps the development of new ideas and innovations in the future.,Concluding Statement,Effective,en,91
8cab1a20ad9d,1006FE578078,"students graduating shouldn't be decided by if they did an extracurricular activity or not,and the students who already do after school activities don't have time for for extracurricular things,and students should not have to be pressured to do something if its not mandatory, so i don't agree that students should have to take part in an extracurricular activity.",Concluding Statement,Effective,en,58
5e1886aebf2c,1028F5A588AA,"in conclusion, the use of facs in a classroom enviroment sounds like a great idea but when you put it in different catagories it fails in almost every one of them you dont need a computer to read emotions when a human is perfectly capable of know how you feel even if it is just a little bit. the schools will need more funding diverted to even run the program and keep it working when schools already have a budget that they have to work on and they will need to be prepared to do something if the power goes out because that system will not run if it has incffecient power.",Concluding Statement,Effective,en,112
ebc56910b6ac,1037273E86D9,"sorry face theorists, but nasa has crushed your dreams multiple times. the ""face on mars"" is just a landform. nothing more and nothing less",Concluding Statement,Adequate,en,24
e3ce3e509cf7,103B05DC95C8,"it is a real debate on whether the face is real or not. there is also strong evidence on both sides, but nasa has alot of proof that it isn't an alien, they could be hiding it or they can be wrong.",Concluding Statement,Ineffective,en,42
bed5add7d819,1073917E4351,"venus is a plant that everyone have challeng. but some ever close to getting there. the author haved suggests that studying venus is a worthy pursuit despite the dangers for humans,the risk and approaching it's presents. never stopping them from doing so.",Concluding Statement,Ineffective,en,42
81d4b6187e83,10D09AB4D6C7,"i strongly disagree with the decision of my principal because forcing generic_school students to participate in extracurricular activities wears them out and decreases the time that a generic_school student has to finish assigned work. first of all, extracurricular activities melt a student's energy and can negatively impact a student's health and well-being. second, extracurricular activities lead to students being distracted, ultimately depleting work and study time. extracurricular activities were supposed to be a way to help students complete work, come to school happier, and get better grades. however, force-feeding extracurricular activities to generic_school students will not produce the desired effect that my principal hopes it will, and that is a fact.",Concluding Statement,Effective,en,111
fab43f32a246,10F4FEDEF052,"therefore, summer projects should be designed by teachers because they know the content, have more resources and have more experience to assure that students continue learning during their break.",Concluding Statement,Adequate,en,29
d9063041082f,10F8D3AD9F03,it will help you experience a once in a lifetime thing. you could be able to go to remarkable places in the world. it also could teach you how to learn responsibility. the adventure will be unbelievable. i would be exciting to be a seagoing cowboy.,Concluding Statement,Adequate,en,46
50d9a9c5115a,11823089B61E,one day we will have the limets to go in venus. nasa has not gavie up venus. venus is valuble to us not olny because it's just a nuther resuers but because it will let us have the lemits to explore other plants. i do balive that we should know other plants. we shouled tot be limited with awer inmagination.,Concluding Statement,Ineffective,en,60
b87b6c2bfdd9,11950E4412E5,students should have the ability to create their own summer assignments because it would promote mental and educational growth that would otherwise be hindered in a classroom setting. summer break allows students to embark on new experiences that can further expand their knowledge on topics that interest them. it would also allow more time for students to develop their ideas for the project. which would strengthen their creativity and responsibility skills. student designed projects would help grow character.,Concluding Statement,Effective,en,78
4c2688e77d3c,11B9AC1814C8,"venus is not worth the time, effort and resources to explore. the planet proves to be too dangerous for mankind and even for machines. curiosity is not sufficiant enough of a reason to explore and learn about a inhospitable planet unless it is going to benefit mankind more than what it costed to gain that information. the resources that are going to venus should be redirected to another cause that will benefit society and life as we know it.",Concluding Statement,Effective,en,79
558b770fdef0,126BF47F3939,the way that the researchers are using it for is inefficient and wasteful and should not be implemented in classrooms.,Concluding Statement,Adequate,en,20
3a648f0260ca,12A49BF3B556,"adding an extracurricular activity to all of the student body would be an great idea because, it could be benifial to students, parents. and teachers. building social skills. life skills, and just being productive has all to do with adding an extracurricular activity to a students day.",Concluding Statement,Adequate,en,47
b536e411d765,12C08C0F6EE1,"all the technology needs to understand how to read and comunicate with a human through facial features. the anatomy of a human is complex and hard to understand and encode into computers. the new programing will be a positive thing, muscles in the face just act naturally, the encoding is complex, and the new technology could be coming to local classrooms. scientests are hard at work trying to make the new technology common and natural for everyone to use.",Concluding Statement,Adequate,en,79
bf68771aeb02,1300CBEB1F39,"asking students to participate in at least one extracurricular activity is a good idea. i believe that students school and social life will change for the better. it may take some time to see the positive effects that this new rule will have on the school, but there will definitely be a huge, great difference within the school's community.",Concluding Statement,Adequate,en,59
086e709d55da,130F9B6DCCF9,"with a teacher-designed project the rules and expectations act as a rubric for students to follow, as well as making sure the project is acceptable to the teachers requirements.",Concluding Statement,Adequate,en,29
f8dee9cd389f,1313ADFE62C6,"for the reasons that i have provided as well as other ways that extracurricular activities can be beneficial, it's encouraged that more students participate in extracurricular activities. there are clearly many ways that it would help improve students' lives. it can help them with their passions, socializing with people who share interests or views, and can help students with making new experiences to assist them in the future. many schools offer a variety of different activities to join that many of the students already find to be enjoyable. because of the points made, if my principal ever decided that all students had to participate in at least one extracurricular activity, i would agree with her decision.",Concluding Statement,Adequate,en,116
3b684df232bf,131614E5C301,"we can save money by just taking one day off of not driving. we should limit car use so we can stop car accedents from happening, getting stressed in traffic jams, to helping out the economical heart of the united states, and just to make our world a better place to have fun and thrive in.",Concluding Statement,Adequate,en,56
93e10b572c2c,13326EED1708,"in conclusion scientist, spacecraft and the nasa are still trying to see what they can do about traveling to venus but no one has not beem back since then. this shows that venus tempature and atmospehere is too bad to live in.",Concluding Statement,Adequate,en,42
c475e64d6a37,135D6AEDDA9F,to conclude it was not a face-- it was a mesa.,Concluding Statement,Adequate,en,11
8fb76e828119,13C74967CE1B,"this means that even though it's dangerouse to go to venus, we shouldn't help us hold it back, space is a very dangerous place, and if we let us hold us back, we won't get anywhere, and fast.",Concluding Statement,Ineffective,en,38
4d3df3a4b145,13E8EE063566,"maybe the people in florida should consider taking action and having our own care-free day. it wouldn't hurt! if anything, i'll help!",Concluding Statement,Adequate,en,22
1d3f37bb9bf1,1449A333A335,"the summer is a break for students to relax and not worry about school. school projects take away from that, but the student-designed projects give more flexibility than those made by teachers. therefor, summer projects should be student-designed in order to grab students' interest and not impede on their break.",Concluding Statement,Adequate,en,50
01be42e83aad,144FB09B0949,"after reading this article, i am not fascinated by venus and what the future intails for us humans.",Concluding Statement,Ineffective,en,18
b60d0734cf67,1463D1D9EC8F,"i agree with the principal making everyone stay after for a extracurricular activity because i think it would keep you active and healthy, meet new people and friends, and have a lot of fun. there a a big verity of different and fun activities there is probably one just right for you.",Concluding Statement,Adequate,en,52
15c8679a6f0b,1497D777FE12,"teachers should design summer projects in order to prepare students for the year, introduce themselves and their style of teaching, and set the expectations for the school year. think about the real purpose of summer assignments: to make sure students are still learning over break, and though summer assignments may not be enjoyable, they are invaluable and indispensable to the school year, so they must be created by teachers in order to assure their effectiveness.",Concluding Statement,Effective,en,75
a4d71621139c,14A542270754,"student-designed projects that can spark student's creativity also help teachers, since it's much easier and safer for them just to let a student create it themselves. sure, there is a chance the teacher might get it right, but it's not guaranteed. and finally, there's nothing to lose. yes, kids might cram it in the week before break ends, but remember that most kids already do that. it's fair to say that student-designed projects are a win for learning, creativity, teachers, and students alike that we're missing out on. student-designed projects both prepare students better for the next year while helping them consolidate what they've learned previously better than most teacher made assignment ever could, with few exceptions. so, while i don't think that student-designed projects are the key to perfect learning, but they are definitely a part of it.",Concluding Statement,Effective,en,139
2e9b4637c93c,14B366E0D9CA,the facs would benfit alot of students in the world.,Concluding Statement,Adequate,en,10
97e79cb8892e,14FE56852B95,i think you shoukd try this if you ever get a chance.,Concluding Statement,Ineffective,en,12
1f97d2539040,151F9011BF04,"the author of this article supports the idea that studying venus is a worthy pursuit despite the dangers by stating the insight to be gained from further exploring venus and by presenting new methods that are making new insights possible. the danger of venus is extensive due to the high temperatures, extreme atmospheric pressure, and wild weather patterns. these obstacles are being dealt with though by new ideas from scientists at nasa. one big idea from nasa is the idea to use a blimp to observe venus from above the surface. another idea of theirs is to use materials that would be able to withstand the extreme conditions of the venusian environment. all this is in the hopes that futher insight will be made on the planet that once was the most earth-like planet in the solar system.",Concluding Statement,Effective,en,138
b155550a59e1,1541D4F15A1B,"in conclusion, technology that reads emotions can be very useful. first, how it's uesd. second, the value it has in schools. third,it can make it easier to detect someones emotion.",Concluding Statement,Adequate,en,30
